pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
104	Vier koters doen backbends in het park	Vier meisjes doen backbends en spelen buiten	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Four kids are doing backbends in the park	Four girls are doing backbends and playing outdoors	FLICKR	FLICKR	TEST
105	Vier kinderen doen backbends in de sportschool	Vier meisjes doen backbends en spelen buiten	NEUTRAL	3.8	A_neutral_B	B_neutral_A	Four children are doing backbends in the gym	Four girls are doing backbends and playing outdoors	FLICKR	FLICKR	TRIAL
106	Vier meisjes doen backbends en spelen buiten	Vier kinderen doen backbends in het park	NEUTRAL	4.1	A_neutral_B	B_neutral_A	Four girls are doing backbends and playing outdoors	Four children are doing backbends in the park	FLICKR	FLICKR	TEST
107	Een man die speelt rent met de bal in zijn handen	Een speler rent met de bal	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man who is playing is running with the ball in his hands	A player is running with the ball	FLICKR	FLICKR	TRAIN
108	Een speler gooit de bal	Een speler rent met de bal	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	A player is throwing the ball	A player is running with the ball	FLICKR	FLICKR	TEST
109	Twee groepen mensen spelen voetbal	Twee teams nemen deel aan een voetbalwedstrijd	ENTAILMENT	4.7	A_entails_B	B_entails_A	Two groups of people are playing football	Two teams are competing in a football match	FLICKR	FLICKR	TEST
110	Twee teams nemen deel aan een voetbalwedstrijd	Twee teams doen mee aan een honkbalwedstrijd	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two teams are competing in a football match	Two teams are competing in a baseball game	FLICKR	FLICKR	TEST
111	Twee teams nemen deel aan een voetbalwedstrijd	Voetbal wordt gespeeld door twee concurrerende teams	ENTAILMENT	4.8	A_entails_B	B_entails_A	Two teams are competing in a football match	Football is being played by two competing teams	FLICKR	FLICKR	TEST
112	Twee groepen mensen spelen voetbal	Een speler rent met de bal	NEUTRAL	2.1	A_neutral_B	B_neutral_A	Two groups of people are playing football	A player is running with the ball	FLICKR	FLICKR	TRAIN
113	Twee teams doen mee aan een honkbalwedstrijd	Een speler rent met de bal	NEUTRAL	3	A_neutral_B	B_neutral_A	Two teams are competing in a baseball game	A player is running with the ball	FLICKR	FLICKR	TRAIN
114	Een speler rent met de bal	Voetbal wordt gespeeld door twee concurrerende teams	NEUTRAL	3	A_neutral_B	B_neutral_A	A player is running with the ball	Football is being played by two competing teams	FLICKR	FLICKR	TEST
115	Twee teams nemen deel aan een voetbalwedstrijd	Een man die speelt rent met de bal in zijn handen	NEUTRAL	2.7	A_neutral_B	B_neutral_A	Two teams are competing in a football match	A man who is playing is running with the ball in his hands	FLICKR	FLICKR	TEST
116	Een speler gooit de bal	Twee teams nemen deel aan een voetbalwedstrijd	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A player is throwing the ball	Two teams are competing in a football match	FLICKR	FLICKR	TRIAL
117	Een speler rent met de bal	Twee teams nemen deel aan een voetbalwedstrijd	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A player is running with the ball	Two teams are competing in a football match	FLICKR	FLICKR	TRAIN
118	Vijf kinderen staan voor een houten hut	Vijf kinderen staan voor een hut gemaakt van hout	ENTAILMENT	4.8	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut	Five children are standing in front of a hut made of wood	FLICKR	FLICKR	TEST
119	Vijf kinderen staan voor een houten hut	Vijf kinderen staan in een houten hut	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five children are standing in a wooden hut	FLICKR	FLICKR	TRIAL
120	Er staan vijf houten kramen voor de hut van elk kind	Vijf kinderen staan voor een houten hut	NEUTRAL	3.2	A_neutral_B	B_neutral_A	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut	FLICKR	FLICKR	TRAIN
121	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	Vijf kinderen staan dicht bij elkaar en één kind heeft een wapen	ENTAILMENT	4.8	A_entails_B	B_neutral_A	Five kids are standing close together and one kid has a gun	Five kids are standing close together and one kid has a weapon	FLICKR	FLICKR	TEST
122	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	Vijf kinderen staan dicht bij elkaar en geen van de kinderen heeft een pistool	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	FLICKR	FLICKR	TRAIN
123	Vijf kinderen staan voor een houten hut	Vijf kinderen staan dicht bij elkaar en één kind heeft een wapen	NEUTRAL	2.8	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a weapon	FLICKR	FLICKR	TEST
124	Vijf kinderen staan dicht bij elkaar en geen van de kinderen heeft een pistool	Vijf kinderen staan voor een houten hut	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut	FLICKR	FLICKR	TRAIN
125	Vijf kinderen staan voor een hut gemaakt van hout	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	NEUTRAL	3	A_neutral_B	B_neutral_A	Five children are standing in front of a hut made of wood	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TEST
126	Vijf kinderen staan in een houten hut	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	NEUTRAL	2.7	A_neutral_B	B_neutral_A	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TRAIN
127	Er staan vijf houten kramen voor de hut van elk kind	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TRAIN
128	Vijf kinderen staan voor een houten hut	Vijf kinderen staan dicht bij elkaar en één kind heeft een pistool	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut	Five kids are standing close together and one kid has a gun	FLICKR	FLICKR	TEST
129	Een oude man zit in een veld	Een man zit in een veld	ENTAILMENT	4.4	A_entails_B	B_neutral_A	An old man is sitting in a field	A man is sitting in a field	FLICKR	FLICKR	TRAIN
130	Een man zit in een veld	Een man rent in een veld	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man is sitting in a field	A man is running in a field	FLICKR	FLICKR	TRAIN
131	Een persoon draagt een hoed en zit op het gras	Een persoon zit in een veld en draagt een hoed	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	FLICKR	FLICKR	TRAIN
132	Een persoon draagt een hoed en zit op het gras	Er is geen persoon die een hoed draagt en op het gras zit	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A person is wearing a hat and is sitting on the grass	There is no person wearing a hat and sitting on the grass	FLICKR	FLICKR	TEST
133	Een persoon zit en draagt een grashoed	Een persoon draagt een hoed en zit op het gras	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TRAIN
134	Een persoon zit in een veld en draagt een hoed	Een man zit in een veld	NEUTRAL	4	A_neutral_B	B_neutral_A	A person is sitting in a field and is wearing a hat	A man is sitting in a field	FLICKR	FLICKR	TEST
135	Een man zit in een veld	Er is geen persoon die een hoed draagt en op het gras zit	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man is sitting in a field	There is no person wearing a hat and sitting on the grass	FLICKR	FLICKR	TEST
136	Een persoon zit en draagt een grashoed	Een man zit in een veld	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A person is sitting and wearing a grass hat	A man is sitting in a field	FLICKR	FLICKR	TRAIN
137	Een oude man zit in een veld	Een persoon draagt een hoed en zit op het gras	NEUTRAL	2.8	A_neutral_B	B_neutral_A	An old man is sitting in a field	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TEST
138	Een persoon draagt een hoed en zit op het gras	Een man rent in een veld	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A person is wearing a hat and is sitting on the grass	A man is running in a field	FLICKR	FLICKR	TEST
139	Een man zit in een veld	Een persoon draagt een hoed en zit op het gras	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	FLICKR	FLICKR	TRAIN
140	De stroming wordt bereden door een groep vrienden in een vlot	Een groep vrienden vaart op de stroming in een vlot	ENTAILMENT	4.9	A_entails_B	B_entails_A	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	FLICKR	FLICKR	TRAIN
141	Een groep vrienden vaart op de stroming in een vlot	Een groep rijdt niet met de stroom mee in een vlot	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A group of friends are riding the current in a raft	A group is not riding the current in a raft	FLICKR	FLICKR	TRAIN
142	Deze groep mensen beoefent waterveiligheid en draagt reddingsvesten	Reddingsvesten worden gedragen door een groep mensen die waterveiligheid beoefenen	ENTAILMENT	4.9	A_entails_B	B_entails_A	This group of people is practicing water safety and wearing preservers	Preservers are being worn by a group of people who are practicing water safety	FLICKR	FLICKR	TEST
143	Niemand doet aan waterveiligheid en het dragen van reddingsvesten	Deze groep mensen beoefent waterveiligheid en draagt reddingsvesten	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	Nobody is practicing water safety and wearing preservers	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TEST
144	Een groep vrienden vaart op de stroming in een vlot	Reddingsvesten worden gedragen door een groep mensen die waterveiligheid beoefenen	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A group of friends are riding the current in a raft	Preservers are being worn by a group of people who are practicing water safety	FLICKR	FLICKR	TEST
145	Niemand doet aan waterveiligheid en het dragen van reddingsvesten	Een groep vrienden vaart op de stroming in een vlot	NEUTRAL	2.2	A_neutral_B	B_neutral_A	Nobody is practicing water safety and wearing preservers	A group of friends are riding the current in a raft	FLICKR	FLICKR	TEST
146	De stroming wordt bereden door een groep vrienden in een vlot	Deze groep mensen beoefent waterveiligheid en draagt reddingsvesten	NEUTRAL	3.2	A_neutral_B	B_neutral_A	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TRAIN
147	Een groep rijdt niet met de stroom mee in een vlot	Deze groep mensen beoefent waterveiligheid en draagt reddingsvesten	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A group is not riding the current in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TEST
148	Een groep vrienden vaart op de stroming in een vlot	Deze groep mensen beoefent waterveiligheid en draagt reddingsvesten	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	FLICKR	FLICKR	TRAIN
149	Een hert springt over een hek	Een hert springt over de omheining	ENTAILMENT	4.535	A_entails_B	B_neutral_A	A deer is jumping over a fence	A deer is jumping over the enclosure	FLICKR	FLICKR	TEST
150	Een hert springt over een hek	Een hert springt niet over het hek	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A deer is jumping over a fence	A deer isn't jumping over the fence	FLICKR	FLICKR	TRAIN
151	Een wild hert bespringt een hek	Een hert bespringt een hek	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A wild deer is jumping a fence	A deer is jumping a fence	FLICKR	FLICKR	TEST
152	Een hert bespringt een hek	Er is geen hert dat over een hek springt	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A deer is jumping a fence	There is no deer jumping fences	FLICKR	FLICKR	TEST
153	Een wild hert bespringt een hek	Een hert springt over een hek	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A wild deer is jumping a fence	A deer is jumping over a fence	FLICKR	FLICKR	TEST
154	Er is geen hert dat over een hek springt	Een hert springt over een hek	CONTRADICTION	2.685	A_contradicts_B	B_contradicts_A	There is no deer jumping fences	A deer is jumping over a fence	FLICKR	FLICKR	TEST
155	Een hert springt over de omheining	Een hert bespringt een hek	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A deer is jumping over the enclosure	A deer is jumping a fence	FLICKR	FLICKR	TEST
156	Een hert bespringt een hek	Een hert springt niet over het hek	CONTRADICTION	3.55	A_contradicts_B	B_contradicts_A	A deer is jumping a fence	A deer isn't jumping over the fence	FLICKR	FLICKR	TEST
157	Een hert springt over een hek	Een hert bespringt een hek	ENTAILMENT	4.9	A_entails_B	B_entails_A	A deer is jumping over a fence	A deer is jumping a fence	FLICKR	FLICKR	TEST
158	Mensen lopen buiten een gebouw waar veel muurschilderingen op zitten	Mensen lopen buiten het gebouw waar verschillende muurschilderingen op staan	ENTAILMENT	4.7	A_entails_B	B_entails_A	People are walking outside a building that has many murals on it	People are walking outside the building that has several murals on it	FLICKR	FLICKR	TEST
159	Mensen lopen in een gebouw waar veel muurschilderingen op staan	Mensen lopen buiten een gebouw waar veel muurschilderingen op zitten	NEUTRAL	3.4	A_neutral_B	B_neutral_A	People are walking inside a building that has many murals on it	People are walking outside a building that has many murals on it	FLICKR	FLICKR	TRAIN
160	Verschillende mensen staan voor een gebouw dat bedekt is met kleuren	Verschillende mensen staan voor een kleurrijk gebouw	ENTAILMENT	4.7	A_entails_B	B_entails_A	Several people are in front of a building which is covered by colors	Several people are in front of a colorful building	FLICKR	FLICKR	TEST
161	Verschillende mensen staan voor een kleurrijk gebouw	Niemand staat voor het kleurrijke gebouw	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Several people are in front of a colorful building	Nobody is in front of the colorful building	FLICKR	FLICKR	TRAIN
162	Verschillende mensen staan voor een gebouw dat bedekt is met kleuren	Mensen lopen buiten een gebouw waar veel muurschilderingen op zitten	ENTAILMENT	3.8	A_entails_B	B_neutral_A	Several people are in front of a building which is covered by colors	People are walking outside a building that has many murals on it	FLICKR	FLICKR	TEST
163	Mensen lopen buiten een gebouw waar veel muurschilderingen op zitten	Niemand staat voor het kleurrijke gebouw	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	FLICKR	FLICKR	TRAIN
164	Mensen lopen buiten het gebouw waar verschillende muurschilderingen op staan	Verschillende mensen staan voor een kleurrijk gebouw	ENTAILMENT	3.6	A_entails_B	B_neutral_A	People are walking outside the building that has several murals on it	Several people are in front of a colorful building	FLICKR	FLICKR	TRAIN
